Settlement Day,Settlement Period,BSUoS Tariff (£/MWh),BSUoS Fund Tariff (£/MWh),Volume (MWh),BSUoS Recovery (£),BSUoS Fund Recovery (£),BSUoS Total Recovery (£),Run Type,Actual BSUoS Cost (£)
2024-04-01T00:00:00,1,7.63,,11580.86,88361.94,0,88361.94,II,188061.01
2024-04-01T00:00:00,2,7.63,,11410.59,87062.82,0,87062.82,II,183239.57
2024-04-01T00:00:00,3,7.63,,11419.74,87132.64,0,87132.64,II,187482.23
2024-04-01T00:00:00,4,7.63,,11648.70,88879.60,0,88879.60,II,216698.98
2024-04-01T00:00:00,5,7.63,,11494.37,87702.03,0,87702.03,II,209624.08
2024-04-01T00:00:00,6,7.63,,11225.96,85654.11,0,85654.11,II,193890.56
2024-04-01T00:00:00,7,7.63,,11152.01,85089.86,0,85089.86,II,215027.80
2024-04-01T00:00:00,8,7.63,,10986.39,83826.17,0,83826.17,II,218146.58
2024-04-01T00:00:00,9,7.63,,10930.83,83402.22,0,83402.22,II,203770.64
2024-04-01T00:00:00,10,7.63,,10830.18,82634.31,0,82634.31,II,197173.00
2024-04-01T00:00:00,11,7.63,,10885.72,83058.01,0,83058.01,II,158794.80
2024-04-01T00:00:00,12,7.63,,11051.51,84322.98,0,84322.98,II,159661.53
2024-04-01T00:00:00,13,7.63,,11637.90,88797.20,0,88797.20,II,146402.37
2024-04-01T00:00:00,14,7.63,,11877.71,90626.92,0,90626.92,II,127943.77
2024-04-01T00:00:00,15,7.63,,12445.96,94962.69,0,94962.69,II,109316.01
2024-04-01T00:00:00,16,7.63,,12849.59,98042.37,0,98042.37,II,107181.27
2024-04-01T00:00:00,17,7.63,,13378.54,102078.28,0,102078.28,II,101012.70
2024-04-01T00:00:00,18,7.63,,13726.49,104733.08,0,104733.08,II,99218.68
2024-04-01T00:00:00,19,7.63,,14227.20,108553.52,0,108553.52,II,76329.21
2024-04-01T00:00:00,20,7.63,,14578.94,111237.32,0,111237.32,II,78917.30
2024-04-01T00:00:00,21,7.63,,14853.37,113331.19,0,113331.19,II,131400.06
2024-04-01T00:00:00,22,7.63,,15026.23,114650.12,0,114650.12,II,125932.47
2024-04-01T00:00:00,23,7.63,,15185.86,115868.11,0,115868.11,II,102089.96
2024-04-01T00:00:00,24,7.63,,15318.56,116880.58,0,116880.58,II,106812.62
2024-04-01T00:00:00,25,7.63,,15566.07,118769.12,0,118769.12,II,109690.35
2024-04-01T00:00:00,26,7.63,,15573.70,118827.36,0,118827.36,II,118562.67
2024-04-01T00:00:00,27,7.63,,15498.78,118255.69,0,118255.69,II,134742.37
2024-04-01T00:00:00,28,7.63,,15332.68,116988.35,0,116988.35,II,130674.27
2024-04-01T00:00:00,29,7.63,,15280.22,116588.07,0,116588.07,II,133248.22
2024-04-01T00:00:00,30,7.63,,15180.03,115823.65,0,115823.65,II,133256.06
2024-04-01T00:00:00,31,7.63,,15151.84,115608.52,0,115608.52,II,137044.16
2024-04-01T00:00:00,32,7.63,,15256.20,116404.83,0,116404.83,II,131788.45
2024-04-01T00:00:00,33,7.63,,15626.13,119227.34,0,119227.34,II,126802.75
2024-04-01T00:00:00,34,7.63,,16076.42,122663.11,0,122663.11,II,109611.42
2024-04-01T00:00:00,35,7.63,,16570.51,126433.01,0,126433.01,II,114749.73
2024-04-01T00:00:00,36,7.63,,16890.92,128877.69,0,128877.69,II,108645.87
2024-04-01T00:00:00,37,7.63,,17124.23,130657.90,0,130657.90,II,142647.04
2024-04-01T00:00:00,38,7.63,,17127.13,130679.97,0,130679.97,II,149094.32
2024-04-01T00:00:00,39,7.63,,17097.19,130451.55,0,130451.55,II,141395.72
2024-04-01T00:00:00,40,7.63,,17130.14,130702.98,0,130702.98,II,136377.53
2024-04-01T00:00:00,41,7.63,,17049.60,130088.45,0,130088.45,II,147498.88
2024-04-01T00:00:00,42,7.63,,16542.72,126220.97,0,126220.97,II,143314.63
2024-04-01T00:00:00,43,7.63,,15986.45,121976.64,0,121976.64,II,127206.48
2024-04-01T00:00:00,44,7.63,,15288.79,116653.48,0,116653.48,II,115003.85
2024-04-01T00:00:00,45,7.63,,14568.40,111156.92,0,111156.92,II,132641.99
2024-04-01T00:00:00,46,7.63,,13782.44,105160.01,0,105160.01,II,140589.88
2024-04-01T00:00:00,47,7.63,,12953.22,98833.04,0,98833.04,II,156313.25
2024-04-01T00:00:00,48,7.63,,12523.33,95552.99,0,95552.99,II,166250.98
2024-04-02T00:00:00,1,7.63,,12211.35,93172.61,0,93172.61,II,166105.75
2024-04-02T00:00:00,2,7.63,,12014.83,91673.18,0,91673.18,II,146109.14
2024-04-02T00:00:00,3,7.63,,11995.47,91525.46,0,91525.46,II,157532.79
2024-04-02T00:00:00,4,7.63,,12204.26,93118.51,0,93118.51,II,157095.02
2024-04-02T00:00:00,5,7.63,,12055.62,91984.38,0,91984.38,II,151392.68
2024-04-02T00:00:00,6,7.63,,11801.80,90047.75,0,90047.75,II,151455.52
2024-04-02T00:00:00,7,7.63,,11657.54,88947.00,0,88947.00,II,151850.80
2024-04-02T00:00:00,8,7.63,,11559.27,88197.24,0,88197.24,II,147640.83
2024-04-02T00:00:00,9,7.63,,11541.82,88064.05,0,88064.05,II,157071.60
2024-04-02T00:00:00,10,7.63,,11556.56,88176.55,0,88176.55,II,164107.34
2024-04-02T00:00:00,11,7.63,,11822.17,90203.14,0,90203.14,II,153083.23
2024-04-02T00:00:00,12,7.63,,12202.88,93107.99,0,93107.99,II,149735.78
2024-04-02T00:00:00,13,7.63,,13361.50,101948.23,0,101948.23,II,136992.66
2024-04-02T00:00:00,14,7.63,,14124.83,107772.48,0,107772.48,II,112912.08
2024-04-02T00:00:00,15,7.63,,15263.63,116461.50,0,116461.50,II,110138.42
2024-04-02T00:00:00,16,7.63,,16062.08,122553.68,0,122553.68,II,104367.79
2024-04-02T00:00:00,17,7.63,,16832.32,128430.62,0,128430.62,II,96783.71
2024-04-02T00:00:00,18,7.63,,17259.14,131687.25,0,131687.25,II,88780.23
2024-04-02T00:00:00,19,7.63,,17489.17,133442.35,0,133442.35,II,83111.07
2024-04-02T00:00:00,20,7.63,,17465.44,133261.32,0,133261.32,II,72802.73
2024-04-02T00:00:00,21,7.63,,17338.96,132296.28,0,132296.28,II,50574.95
2024-04-02T00:00:00,22,7.63,,17182.36,131101.38,0,131101.38,II,35347.03
2024-04-02T00:00:00,23,7.63,,17131.52,130713.49,0,130713.49,II,42965.84
2024-04-02T00:00:00,24,7.63,,17049.79,130089.88,0,130089.88,II,43433.20
2024-04-02T00:00:00,25,7.63,,17127.43,130682.32,0,130682.32,II,52961.28
2024-04-02T00:00:00,26,7.63,,17125.85,130670.20,0,130670.20,II,60275.01
2024-04-02T00:00:00,27,7.63,,17140.98,130785.69,0,130785.69,II,75493.23
2024-04-02T00:00:00,28,7.63,,16967.17,129459.54,0,129459.54,II,76000.24
2024-04-02T00:00:00,29,7.63,,16941.41,129262.96,0,129262.96,II,83290.99
2024-04-02T00:00:00,30,7.63,,16857.59,128623.40,0,128623.40,II,87532.39
2024-04-02T00:00:00,31,7.63,,16978.55,129546.36,0,129546.36,II,90619.75
2024-04-02T00:00:00,32,7.63,,17142.04,130793.74,0,130793.74,II,96693.57
2024-04-02T00:00:00,33,7.63,,17456.25,133191.16,0,133191.16,II,118968.77
2024-04-02T00:00:00,34,7.63,,17916.90,136705.92,0,136705.92,II,135719.02
2024-04-02T00:00:00,35,7.63,,18419.93,140544.10,0,140544.10,II,128403.29
2024-04-02T00:00:00,36,7.63,,18677.64,142510.42,0,142510.42,II,139254.33
2024-04-02T00:00:00,37,7.63,,18821.87,143610.88,0,143610.88,II,144443.02
2024-04-02T00:00:00,38,7.63,,18860.10,143902.55,0,143902.55,II,158416.94
2024-04-02T00:00:00,39,7.63,,18749.34,143057.44,0,143057.44,II,172097.37
2024-04-02T00:00:00,40,7.63,,18519.02,141300.15,0,141300.15,II,152159.09
2024-04-02T00:00:00,41,7.63,,18148.32,138471.65,0,138471.65,II,134053.47
2024-04-02T00:00:00,42,7.63,,17487.58,133430.25,0,133430.25,II,102251.06
2024-04-02T00:00:00,43,7.63,,16761.64,127891.30,0,127891.30,II,126440.56
2024-04-02T00:00:00,44,7.63,,15929.38,121541.16,0,121541.16,II,124265.49
2024-04-02T00:00:00,45,7.63,,15123.24,115390.29,0,115390.29,II,105552.38
2024-04-02T00:00:00,46,7.63,,14238.56,108640.23,0,108640.23,II,98574.10
2024-04-02T00:00:00,47,7.63,,13320.24,101633.40,0,101633.40,II,148061.30
2024-04-02T00:00:00,48,7.63,,12840.84,97975.64,0,97975.64,II,140488.35
2024-04-03T00:00:00,1,7.63,,12441.23,94926.56,0,94926.56,II,146421.87
2024-04-03T00:00:00,2,7.63,,12228.14,93300.67,0,93300.67,II,154934.10
2024-04-03T00:00:00,3,7.63,,12147.56,92685.86,0,92685.86,II,164473.73
2024-04-03T00:00:00,4,7.63,,12328.36,94065.41,0,94065.41,II,161321.25
2024-04-03T00:00:00,5,7.63,,12201.65,93098.61,0,93098.61,II,159591.13
2024-04-03T00:00:00,6,7.63,,11975.73,91374.81,0,91374.81,II,156142.70
2024-04-03T00:00:00,7,7.63,,11760.85,89735.28,0,89735.28,II,157198.54
2024-04-03T00:00:00,8,7.63,,11660.21,88967.43,0,88967.43,II,154283.27
2024-04-03T00:00:00,9,7.63,,11649.03,88882.07,0,88882.07,II,153303.31
2024-04-03T00:00:00,10,7.63,,11712.18,89363.94,0,89363.94,II,145700.38
2024-04-03T00:00:00,11,7.63,,12028.67,91778.72,0,91778.72,II,165087.22
2024-04-03T00:00:00,12,7.63,,12303.59,93876.41,0,93876.41,II,168052.22
2024-04-03T00:00:00,13,7.63,,13244.27,101053.80,0,101053.80,II,174233.06
2024-04-03T00:00:00,14,7.63,,14041.70,107138.15,0,107138.15,II,186787.77
2024-04-03T00:00:00,15,7.63,,15194.94,115937.40,0,115937.40,II,194888.69
2024-04-03T00:00:00,16,7.63,,15977.32,121906.92,0,121906.92,II,194262.71
2024-04-03T00:00:00,17,7.63,,16858.79,128632.58,0,128632.58,II,196988.53
2024-04-03T00:00:00,18,7.63,,17236.19,131512.12,0,131512.12,II,186273.41
2024-04-03T00:00:00,19,7.63,,17650.35,134672.20,0,134672.20,II,187338.34
2024-04-03T00:00:00,20,7.63,,17712.84,135149.00,0,135149.00,II,165851.11
2024-04-03T00:00:00,21,7.63,,17718.24,135190.16,0,135190.16,II,171194.58
2024-04-03T00:00:00,22,7.63,,17858.47,136260.14,0,136260.14,II,164748.27
2024-04-03T00:00:00,23,7.63,,17895.95,136546.08,0,136546.08,II,179382.25
2024-04-03T00:00:00,24,7.63,,17869.45,136343.90,0,136343.90,II,184327.92
2024-04-03T00:00:00,25,7.63,,17999.86,137338.97,0,137338.97,II,183444.43
2024-04-03T00:00:00,26,7.63,,17903.83,136606.25,0,136606.25,II,177137.10
2024-04-03T00:00:00,27,7.63,,17809.41,135885.80,0,135885.80,II,169966.88
2024-04-03T00:00:00,28,7.63,,17607.64,134346.27,0,134346.27,II,144618.62
2024-04-03T00:00:00,29,7.63,,17487.21,133427.42,0,133427.42,II,156803.08
2024-04-03T00:00:00,30,7.63,,17386.23,132656.92,0,132656.92,II,181836.84
2024-04-03T00:00:00,31,7.63,,17404.68,132797.73,0,132797.73,II,181240.63
2024-04-03T00:00:00,32,7.63,,17475.23,133336.02,0,133336.02,II,175126.34
2024-04-03T00:00:00,33,7.63,,17730.16,135281.12,0,135281.12,II,150526.36
2024-04-03T00:00:00,34,7.63,,18105.97,138148.56,0,138148.56,II,143491.72
2024-04-03T00:00:00,35,7.63,,18426.44,140593.74,0,140593.74,II,147385.21
2024-04-03T00:00:00,36,7.63,,18630.14,142147.97,0,142147.97,II,152168.99
2024-04-03T00:00:00,37,7.63,,18729.80,142908.40,0,142908.40,II,139653.81
2024-04-03T00:00:00,38,7.63,,18693.22,142629.28,0,142629.28,II,156426.99
2024-04-03T00:00:00,39,7.63,,18659.32,142370.63,0,142370.63,II,176314.75
2024-04-03T00:00:00,40,7.63,,18550.22,141538.14,0,141538.14,II,191794.03
2024-04-03T00:00:00,41,7.63,,18309.54,139701.80,0,139701.80,II,178468.01
2024-04-03T00:00:00,42,7.63,,17780.21,135663.03,0,135663.03,II,154089.64
2024-04-03T00:00:00,43,7.63,,17094.85,130433.73,0,130433.73,II,125943.45
2024-04-03T00:00:00,44,7.63,,16262.48,124082.75,0,124082.75,II,108640.07
2024-04-03T00:00:00,45,7.63,,15362.05,117212.42,0,117212.42,II,100176.52
2024-04-03T00:00:00,46,7.63,,14604.24,111430.38,0,111430.38,II,103619.82
2024-04-03T00:00:00,47,7.63,,13818.46,105434.85,0,105434.85,II,125083.29
2024-04-03T00:00:00,48,7.63,,13247.34,101077.24,0,101077.24,II,162242.12
2024-04-04T00:00:00,1,7.63,,12748.21,97268.83,0,97268.83,II,147104.49
2024-04-04T00:00:00,2,7.63,,12531.44,95614.87,0,95614.87,II,124009.88
2024-04-04T00:00:00,3,7.63,,12520.44,95530.99,0,95530.99,II,133255.49
2024-04-04T00:00:00,4,7.63,,12663.70,96624.00,0,96624.00,II,148142.44
2024-04-04T00:00:00,5,7.63,,12558.79,95823.56,0,95823.56,II,127126.73
2024-04-04T00:00:00,6,7.63,,12349.08,94223.51,0,94223.51,II,116221.61
2024-04-04T00:00:00,7,7.63,,12105.46,92364.64,0,92364.64,II,115474.19
2024-04-04T00:00:00,8,7.63,,11951.52,91190.08,0,91190.08,II,121733.25
2024-04-04T00:00:00,9,7.63,,11871.57,90580.09,0,90580.09,II,111676.79
2024-04-04T00:00:00,10,7.63,,11767.20,89783.75,0,89783.75,II,102068.16
2024-04-04T00:00:00,11,7.63,,12053.50,91968.22,0,91968.22,II,89224.68
2024-04-04T00:00:00,12,7.63,,12442.88,94939.21,0,94939.21,II,89396.21
2024-04-04T00:00:00,13,7.63,,13507.86,103064.97,0,103064.97,II,58055.24
2024-04-04T00:00:00,14,7.63,,14310.62,109190.05,0,109190.05,II,63336.60
2024-04-04T00:00:00,15,7.63,,15418.77,117645.18,0,117645.18,II,67574.79
2024-04-04T00:00:00,16,7.63,,16276.66,124190.92,0,124190.92,II,74074.71
2024-04-04T00:00:00,17,7.63,,17110.28,130551.44,0,130551.44,II,70634.08
2024-04-04T00:00:00,18,7.63,,17437.60,133048.89,0,133048.89,II,71129.53
2024-04-04T00:00:00,19,7.63,,17729.51,135276.13,0,135276.13,II,58748.54
2024-04-04T00:00:00,20,7.63,,17763.18,135533.03,0,135533.03,II,47026.00
2024-04-04T00:00:00,21,7.63,,17792.70,135758.27,0,135758.27,II,71563.02
2024-04-04T00:00:00,22,7.63,,17767.71,135567.61,0,135567.61,II,83647.92
2024-04-04T00:00:00,23,7.63,,17632.94,134539.35,0,134539.35,II,83487.56
2024-04-04T00:00:00,24,7.63,,17599.37,134283.17,0,134283.17,II,76304.31
2024-04-04T00:00:00,25,7.63,,17669.78,134820.44,0,134820.44,II,73570.77
2024-04-04T00:00:00,26,7.63,,17571.28,134068.83,0,134068.83,II,72399.60
2024-04-04T00:00:00,27,7.63,,17472.65,133316.30,0,133316.30,II,66878.11
2024-04-04T00:00:00,28,7.63,,17218.92,131380.33,0,131380.33,II,73377.62
2024-04-04T00:00:00,29,7.63,,17162.31,130948.43,0,130948.43,II,74969.52
2024-04-04T00:00:00,30,7.63,,17043.41,130041.18,0,130041.18,II,72021.23
2024-04-04T00:00:00,31,7.63,,17079.68,130317.96,0,130317.96,II,77777.86
2024-04-04T00:00:00,32,7.63,,17175.59,131049.74,0,131049.74,II,76108.86
2024-04-04T00:00:00,33,7.63,,17462.75,133240.81,0,133240.81,II,82025.61
2024-04-04T00:00:00,34,7.63,,17828.36,136030.42,0,136030.42,II,89936.35
2024-04-04T00:00:00,35,7.63,,18317.09,139759.43,0,139759.43,II,97848.94
2024-04-04T00:00:00,36,7.63,,18488.13,141064.41,0,141064.41,II,95040.52
2024-04-04T00:00:00,37,7.63,,18629.37,142142.09,0,142142.09,II,91847.38
2024-04-04T00:00:00,38,7.63,,18667.16,142430.41,0,142430.41,II,98248.21
2024-04-04T00:00:00,39,7.63,,18600.75,141923.71,0,141923.71,II,107263.41
2024-04-04T00:00:00,40,7.63,,18418.95,140536.62,0,140536.62,II,93253.37
2024-04-04T00:00:00,41,7.63,,18036.32,137617.15,0,137617.15,II,96900.00
2024-04-04T00:00:00,42,7.63,,17453.93,133173.45,0,133173.45,II,90918.39
2024-04-04T00:00:00,43,7.63,,16768.62,127944.56,0,127944.56,II,94773.12
2024-04-04T00:00:00,44,7.63,,15933.50,121572.61,0,121572.61,II,99740.03
2024-04-04T00:00:00,45,7.63,,15101.62,115225.36,0,115225.36,II,98137.16
2024-04-04T00:00:00,46,7.63,,14293.48,109059.23,0,109059.23,II,120024.86
2024-04-04T00:00:00,47,7.63,,13429.53,102467.31,0,102467.31,II,162122.52
2024-04-04T00:00:00,48,7.63,,12951.92,98823.12,0,98823.12,II,166144.08
2024-04-05T00:00:00,1,7.63,,12473.57,95173.34,0,95173.34,II,192681.06
2024-04-05T00:00:00,2,7.63,,12206.82,93138.01,0,93138.01,II,181129.49
2024-04-05T00:00:00,3,7.63,,12130.83,92558.26,0,92558.26,II,192284.71
2024-04-05T00:00:00,4,7.63,,12325.95,94046.99,0,94046.99,II,191811.33
2024-04-05T00:00:00,5,7.63,,12169.44,92852.81,0,92852.81,II,199398.04
2024-04-05T00:00:00,6,7.63,,11987.94,91467.96,0,91467.96,II,184814.15
2024-04-05T00:00:00,7,7.63,,11859.52,90488.13,0,90488.13,II,191494.66
2024-04-05T00:00:00,8,7.63,,11731.22,89509.17,0,89509.17,II,194175.21
2024-04-05T00:00:00,9,7.63,,11641.50,88824.66,0,88824.66,II,199299.57
2024-04-05T00:00:00,10,7.63,,11556.12,88173.22,0,88173.22,II,192798.94
2024-04-05T00:00:00,11,7.63,,11742.64,89596.38,0,89596.38,II,214195.15
2024-04-05T00:00:00,12,7.63,,12049.91,91940.81,0,91940.81,II,231475.30
2024-04-05T00:00:00,13,7.63,,13023.61,99370.11,0,99370.11,II,222743.69
2024-04-05T00:00:00,14,7.63,,13754.02,104943.18,0,104943.18,II,211567.57
2024-04-05T00:00:00,15,7.63,,14851.74,113318.80,0,113318.80,II,170434.84
2024-04-05T00:00:00,16,7.63,,15664.57,119520.68,0,119520.68,II,147076.56
2024-04-05T00:00:00,17,7.63,,16498.57,125884.10,0,125884.10,II,137144.15
2024-04-05T00:00:00,18,7.63,,16882.77,128815.55,0,128815.55,II,119595.67
2024-04-05T00:00:00,19,7.63,,17141.66,130790.87,0,130790.87,II,113002.54
2024-04-05T00:00:00,20,7.63,,17116.68,130600.26,0,130600.26,II,107175.41
2024-04-05T00:00:00,21,7.63,,16998.36,129697.48,0,129697.48,II,107989.83
2024-04-05T00:00:00,22,7.63,,16899.36,128942.14,0,128942.14,II,112975.21
2024-04-05T00:00:00,23,7.63,,16844.42,128522.96,0,128522.96,II,113099.83
2024-04-05T00:00:00,24,7.63,,16698.35,127408.38,0,127408.38,II,107068.85
2024-04-05T00:00:00,25,7.63,,16672.65,127212.32,0,127212.32,II,104640.11
2024-04-05T00:00:00,26,7.63,,16473.54,125693.10,0,125693.10,II,94582.31
2024-04-05T00:00:00,27,7.63,,16210.45,123685.75,0,123685.75,II,88894.52
2024-04-05T00:00:00,28,7.63,,16029.39,122304.27,0,122304.27,II,93396.35
2024-04-05T00:00:00,29,7.63,,15819.83,120705.28,0,120705.28,II,101968.06
2024-04-05T00:00:00,30,7.63,,15740.98,120103.66,0,120103.66,II,112768.18
2024-04-05T00:00:00,31,7.63,,15643.79,119362.10,0,119362.10,II,120534.55
2024-04-05T00:00:00,32,7.63,,15727.79,120003.06,0,120003.06,II,118135.24
2024-04-05T00:00:00,33,7.63,,15937.39,121602.28,0,121602.28,II,110410.90
2024-04-05T00:00:00,34,7.63,,16330.61,124602.58,0,124602.58,II,105866.82
2024-04-05T00:00:00,35,7.63,,16787.34,128087.39,0,128087.39,II,103417.79
2024-04-05T00:00:00,36,7.63,,17062.95,130190.29,0,130190.29,II,110798.41
2024-04-05T00:00:00,37,7.63,,17205.73,131279.74,0,131279.74,II,160206.69
2024-04-05T00:00:00,38,7.63,,17231.76,131478.33,0,131478.33,II,147056.86
2024-04-05T00:00:00,39,7.63,,17201.39,131246.61,0,131246.61,II,146255.16
2024-04-05T00:00:00,40,7.63,,17170.37,131009.95,0,131009.95,II,162911.39
2024-04-05T00:00:00,41,7.63,,16909.62,129020.41,0,129020.41,II,154981.22
2024-04-05T00:00:00,42,7.63,,16356.30,124798.58,0,124798.58,II,141841.73
2024-04-05T00:00:00,43,7.63,,15768.22,120311.53,0,120311.53,II,168530.10
2024-04-05T00:00:00,44,7.63,,15097.66,115195.15,0,115195.15,II,194243.34
2024-04-05T00:00:00,45,7.63,,14340.37,109417.06,0,109417.06,II,214162.06
2024-04-05T00:00:00,46,7.63,,13683.80,104407.40,0,104407.40,II,211884.56
2024-04-05T00:00:00,47,7.63,,12973.77,98989.85,0,98989.85,II,272845.73
2024-04-05T00:00:00,48,7.63,,12476.60,95196.47,0,95196.47,II,259900.23
2024-04-06T00:00:00,1,7.63,,12061.34,92028.04,0,92028.04,II,264455.38
2024-04-06T00:00:00,2,7.63,,11837.80,90322.38,0,90322.38,II,270649.73
2024-04-06T00:00:00,3,7.63,,11732.74,89520.78,0,89520.78,II,280518.31
2024-04-06T00:00:00,4,7.63,,11887.06,90698.28,0,90698.28,II,289814.43
2024-04-06T00:00:00,5,7.63,,11669.10,89035.26,0,89035.26,II,273088.64
2024-04-06T00:00:00,6,7.63,,11370.43,86756.35,0,86756.35,II,281776.38
2024-04-06T00:00:00,7,7.63,,11185.20,85343.09,0,85343.09,II,283759.55
2024-04-06T00:00:00,8,7.63,,11047.42,84291.84,0,84291.84,II,285564.80
2024-04-06T00:00:00,9,7.63,,10958.10,83610.29,0,83610.29,II,303066.51
2024-04-06T00:00:00,10,7.63,,10830.20,82634.44,0,82634.44,II,320719.35
2024-04-06T00:00:00,11,7.63,,10853.98,82815.87,0,82815.87,II,311920.14
2024-04-06T00:00:00,12,7.63,,10928.11,83381.51,0,83381.51,II,319813.95
2024-04-06T00:00:00,13,7.63,,11425.94,87179.93,0,87179.93,II,322514.97
2024-04-06T00:00:00,14,7.63,,11649.65,88886.86,0,88886.86,II,338502.03
2024-04-06T00:00:00,15,7.63,,12272.02,93635.49,0,93635.49,II,312076.65
2024-04-06T00:00:00,16,7.63,,12769.04,97427.77,0,97427.77,II,280065.36
2024-04-06T00:00:00,17,7.63,,13439.30,102541.90,0,102541.90,II,226092.96
2024-04-06T00:00:00,18,7.63,,13814.01,105400.87,0,105400.87,II,196169.64
2024-04-06T00:00:00,19,7.63,,14330.38,109340.79,0,109340.79,II,205682.72
2024-04-06T00:00:00,20,7.63,,14544.47,110974.32,0,110974.32,II,182246.96
2024-04-06T00:00:00,21,7.63,,14724.71,112349.53,0,112349.53,II,192673.67
2024-04-06T00:00:00,22,7.63,,14830.25,113154.84,0,113154.84,II,194455.09
2024-04-06T00:00:00,23,7.63,,14957.48,114125.59,0,114125.59,II,247805.45
2024-04-06T00:00:00,24,7.63,,14940.24,113994.06,0,113994.06,II,251086.96
2024-04-06T00:00:00,25,7.63,,14947.88,114052.36,0,114052.36,II,213391.89
2024-04-06T00:00:00,26,7.63,,14756.62,112592.98,0,112592.98,II,205445.24
2024-04-06T00:00:00,27,7.63,,14456.88,110306.03,0,110306.03,II,258487.09
2024-04-06T00:00:00,28,7.63,,14024.80,107009.26,0,107009.26,II,232373.86
2024-04-06T00:00:00,29,7.63,,13819.89,105445.74,0,105445.74,II,252021.37
2024-04-06T00:00:00,30,7.63,,13661.43,104236.68,0,104236.68,II,255414.08
2024-04-06T00:00:00,31,7.63,,13529.16,103227.49,0,103227.49,II,269345.85
2024-04-06T00:00:00,32,7.63,,13623.66,103948.52,0,103948.52,II,280667.97
2024-04-06T00:00:00,33,7.63,,13976.94,106644.08,0,106644.08,II,274171.30
2024-04-06T00:00:00,34,7.63,,14393.56,109822.83,0,109822.83,II,305626.66
2024-04-06T00:00:00,35,7.63,,14937.93,113976.43,0,113976.43,II,320451.58
2024-04-06T00:00:00,36,7.63,,15384.98,117387.37,0,117387.37,II,355025.71
2024-04-06T00:00:00,37,7.63,,15647.10,119387.36,0,119387.36,II,329078.08
2024-04-06T00:00:00,38,7.63,,15767.16,120303.46,0,120303.46,II,333188.99
2024-04-06T00:00:00,39,7.63,,15787.60,120459.35,0,120459.35,II,345331.55
2024-04-06T00:00:00,40,7.63,,15832.45,120801.60,0,120801.60,II,347837.85
2024-04-06T00:00:00,41,7.63,,15727.59,120001.48,0,120001.48,II,324704.78
2024-04-06T00:00:00,42,7.63,,15328.31,116955.02,0,116955.02,II,310474.48
2024-04-06T00:00:00,43,7.63,,14810.63,113005.10,0,113005.10,II,336132.98
2024-04-06T00:00:00,44,7.63,,14263.74,108832.37,0,108832.37,II,309842.36
2024-04-06T00:00:00,45,7.63,,13601.66,103780.69,0,103780.69,II,352511.44
2024-04-06T00:00:00,46,7.63,,13071.71,99737.16,0,99737.16,II,347718.80
2024-04-06T00:00:00,47,7.63,,12452.42,95011.98,0,95011.98,II,352547.85
2024-04-06T00:00:00,48,7.63,,11999.15,91553.54,0,91553.54,II,326872.19
2024-04-07T00:00:00,1,7.63,,11628.56,88725.92,0,88725.92,II,289111.25
2024-04-07T00:00:00,2,7.63,,11396.44,86954.82,0,86954.82,II,275974.81
2024-04-07T00:00:00,3,7.63,,11335.43,86489.32,0,86489.32,II,269719.04
2024-04-07T00:00:00,4,7.63,,11390.78,86911.65,0,86911.65,II,270490.39
2024-04-07T00:00:00,5,7.63,,11299.36,86214.12,0,86214.12,II,266051.95
2024-04-07T00:00:00,6,7.63,,11029.07,84151.82,0,84151.82,II,267392.95
2024-04-07T00:00:00,7,7.63,,10812.36,82498.31,0,82498.31,II,269770.00
2024-04-07T00:00:00,8,7.63,,10640.55,81187.39,0,81187.39,II,270402.34
2024-04-07T00:00:00,9,7.63,,10543.13,80444.12,0,80444.12,II,274971.89
2024-04-07T00:00:00,10,7.63,,10440.80,79663.30,0,79663.30,II,275142.42
2024-04-07T00:00:00,11,7.63,,10397.28,79331.28,0,79331.28,II,271966.77
2024-04-07T00:00:00,12,7.63,,10476.28,79934.01,0,79934.01,II,287429.95
2024-04-07T00:00:00,13,7.63,,10777.79,82234.55,0,82234.55,II,293669.36
2024-04-07T00:00:00,14,7.63,,10960.28,83626.93,0,83626.93,II,300400.77
2024-04-07T00:00:00,15,7.63,,11473.65,87543.95,0,87543.95,II,309979.63
2024-04-07T00:00:00,16,7.63,,11933.01,91048.84,0,91048.84,II,289510.94
2024-04-07T00:00:00,17,7.63,,12490.55,95302.93,0,95302.93,II,265718.38
2024-04-07T00:00:00,18,7.63,,12939.10,98725.34,0,98725.34,II,237098.21
2024-04-07T00:00:00,19,7.63,,13381.81,102103.24,0,102103.24,II,224958.65
2024-04-07T00:00:00,20,7.63,,13730.49,104763.63,0,104763.63,II,219624.45
2024-04-07T00:00:00,21,7.63,,13899.65,106054.34,0,106054.34,II,228348.01
2024-04-07T00:00:00,22,7.63,,14036.18,107096.04,0,107096.04,II,228437.57
2024-04-07T00:00:00,23,7.63,,14242.22,108668.15,0,108668.15,II,309045.87
2024-04-07T00:00:00,24,7.63,,14320.49,109265.36,0,109265.36,II,286102.04
2024-04-07T00:00:00,25,7.63,,14442.77,110198.33,0,110198.33,II,239492.80
2024-04-07T00:00:00,26,7.63,,14472.99,110428.88,0,110428.88,II,242706.10
2024-04-07T00:00:00,27,7.63,,14461.50,110341.26,0,110341.26,II,265010.51
