Settlement Day,Settlement Period,BSUoS Tariff (£/MWh),BSUoS Fund Tariff (£/MWh),Volume (MWh),BSUoS Recovery (£),BSUoS Fund Recovery (£),BSUoS Total Recovery (£),Run Type,Actual BSUoS Cost (£)
2024-07-16T00:00:00,39,7.63,,16307.22,124424.12,0,124424.12,II,92651.53
2024-07-16T00:00:00,40,7.63,,16000.84,122086.40,0,122086.40,II,104445.72
2024-07-16T00:00:00,41,7.63,,15734.89,120057.18,0,120057.18,II,92254.99
2024-07-16T00:00:00,42,7.63,,15376.61,117323.54,0,117323.54,II,107681.29
2024-07-16T00:00:00,43,7.63,,15097.25,115192.00,0,115192.00,II,97225.88
2024-07-16T00:00:00,44,7.63,,14716.32,112285.54,0,112285.54,II,101128.24
2024-07-16T00:00:00,45,7.63,,14171.25,108126.62,0,108126.62,II,95629.78
2024-07-16T00:00:00,46,7.63,,13464.74,102735.94,0,102735.94,II,72533.58
2024-07-16T00:00:00,47,7.63,,12715.06,97015.93,0,97015.93,II,73398.68
2024-07-16T00:00:00,48,7.63,,12193.55,93036.82,0,93036.82,II,74311.45
2024-07-17T00:00:00,1,7.63,,11809.13,90103.64,0,90103.64,II,76474.41
2024-07-17T00:00:00,2,7.63,,11529.12,87967.22,0,87967.22,II,77780.01
2024-07-17T00:00:00,3,7.63,,11346.03,86570.21,0,86570.21,II,68448.00
2024-07-17T00:00:00,4,7.63,,11229.96,85684.63,0,85684.63,II,67691.83
2024-07-17T00:00:00,5,7.63,,11063.71,84416.09,0,84416.09,II,60834.37
2024-07-17T00:00:00,6,7.63,,10849.04,82778.18,0,82778.18,II,54673.68
2024-07-17T00:00:00,7,7.63,,10703.05,81664.23,0,81664.23,II,57238.30
2024-07-17T00:00:00,8,7.63,,10587.13,80779.80,0,80779.80,II,51115.68
2024-07-17T00:00:00,9,7.63,,10578.34,80712.71,0,80712.71,II,54812.28
2024-07-17T00:00:00,10,7.63,,10548.37,80484.05,0,80484.05,II,50393.93
2024-07-17T00:00:00,11,7.63,,10641.78,81196.80,0,81196.80,II,48954.93
2024-07-17T00:00:00,12,7.63,,11018.65,84072.28,0,84072.28,II,58093.91
2024-07-17T00:00:00,13,7.63,,12006.70,91611.11,0,91611.11,II,70239.25
2024-07-17T00:00:00,14,7.63,,12949.62,98805.62,0,98805.62,II,69950.46
2024-07-17T00:00:00,15,7.63,,14067.94,107338.39,0,107338.39,II,85877.76
2024-07-17T00:00:00,16,7.63,,14763.82,112647.95,0,112647.95,II,88863.95
2024-07-17T00:00:00,17,7.63,,15304.79,116775.56,0,116775.56,II,79367.47
2024-07-17T00:00:00,18,7.63,,15372.72,117293.82,0,117293.82,II,71258.00
2024-07-17T00:00:00,19,7.63,,15472.92,118058.38,0,118058.38,II,68897.48
2024-07-17T00:00:00,20,7.63,,15360.24,117198.66,0,117198.66,II,49673.37
2024-07-17T00:00:00,21,7.63,,15263.99,116464.24,0,116464.24,II,43222.34
2024-07-17T00:00:00,22,7.63,,15285.20,116626.09,0,116626.09,II,55873.35
2024-07-17T00:00:00,23,7.63,,15264.24,116466.12,0,116466.12,II,52629.83
2024-07-17T00:00:00,24,7.63,,15275.03,116548.51,0,116548.51,II,68800.40
2024-07-17T00:00:00,25,7.63,,15323.62,116919.22,0,116919.22,II,65441.94
2024-07-17T00:00:00,26,7.63,,15255.06,116396.09,0,116396.09,II,63616.29
2024-07-17T00:00:00,27,7.63,,15204.72,116012.02,0,116012.02,II,64610.61
2024-07-17T00:00:00,28,7.63,,15037.56,114736.55,0,114736.55,II,63006.29
2024-07-17T00:00:00,29,7.63,,14940.32,113994.66,0,113994.66,II,60538.17
2024-07-17T00:00:00,30,7.63,,14857.82,113365.17,0,113365.17,II,58026.26
2024-07-17T00:00:00,31,7.63,,14848.36,113293.00,0,113293.00,II,48051.98
2024-07-17T00:00:00,32,7.63,,15103.19,115237.32,0,115237.32,II,52181.56
2024-07-17T00:00:00,33,7.63,,15467.88,118019.91,0,118019.91,II,61803.78
2024-07-17T00:00:00,34,7.63,,15765.07,120287.49,0,120287.49,II,66742.15
2024-07-17T00:00:00,35,7.63,,16110.13,122920.31,0,122920.31,II,66800.42
2024-07-17T00:00:00,36,7.63,,16295.81,124337.00,0,124337.00,II,71612.60
2024-07-17T00:00:00,37,7.63,,16313.57,124472.54,0,124472.54,II,74514.44
2024-07-17T00:00:00,38,7.63,,16255.63,124030.46,0,124030.46,II,75112.68
2024-07-17T00:00:00,39,7.63,,16065.40,122579.02,0,122579.02,II,109661.40
2024-07-17T00:00:00,40,7.63,,15869.11,121081.32,0,121081.32,II,118624.55
2024-07-17T00:00:00,41,7.63,,15593.78,118980.52,0,118980.52,II,136611.13
2024-07-17T00:00:00,42,7.63,,15335.57,117010.40,0,117010.40,II,131078.17
2024-07-17T00:00:00,43,7.63,,15063.07,114931.19,0,114931.19,II,109514.31
2024-07-17T00:00:00,44,7.63,,14801.67,112936.75,0,112936.75,II,120564.33
2024-07-17T00:00:00,45,7.63,,14186.80,108245.25,0,108245.25,II,96199.02
2024-07-17T00:00:00,46,7.63,,13457.18,102678.29,0,102678.29,II,94560.13
2024-07-17T00:00:00,47,7.63,,12673.85,96701.44,0,96701.44,II,95146.29
2024-07-17T00:00:00,48,7.63,,12199.17,93079.64,0,93079.64,II,119335.14
2024-07-18T00:00:00,1,7.63,,11766.93,89781.68,0,89781.68,II,101487.26
2024-07-18T00:00:00,2,7.63,,11443.64,87314.97,0,87314.97,II,98662.24
2024-07-18T00:00:00,3,7.63,,11326.98,86424.83,0,86424.83,II,122932.87
2024-07-18T00:00:00,4,7.63,,11157.57,85132.25,0,85132.25,II,112270.96
2024-07-18T00:00:00,5,7.63,,10974.03,83731.88,0,83731.88,II,95741.50
2024-07-18T00:00:00,6,7.63,,10746.81,81998.13,0,81998.13,II,86885.64
2024-07-18T00:00:00,7,7.63,,10676.81,81464.05,0,81464.05,II,82677.53
2024-07-18T00:00:00,8,7.63,,10582.87,80747.26,0,80747.26,II,75953.35
2024-07-18T00:00:00,9,7.63,,10496.17,80085.79,0,80085.79,II,88904.04
2024-07-18T00:00:00,10,7.63,,10450.03,79733.70,0,79733.70,II,77992.25
2024-07-18T00:00:00,11,7.63,,10552.41,80514.88,0,80514.88,II,85703.05
2024-07-18T00:00:00,12,7.63,,10955.18,83588.00,0,83588.00,II,79785.10
2024-07-18T00:00:00,13,7.63,,11920.04,90949.87,0,90949.87,II,56669.45
2024-07-18T00:00:00,14,7.63,,12752.64,97302.62,0,97302.62,II,60059.96
2024-07-18T00:00:00,15,7.63,,13860.50,105755.60,0,105755.60,II,75012.69
2024-07-18T00:00:00,16,7.63,,14508.32,110698.45,0,110698.45,II,80280.86
2024-07-18T00:00:00,17,7.63,,15010.40,114529.34,0,114529.34,II,84407.48
2024-07-18T00:00:00,18,7.63,,15135.47,115483.66,0,115483.66,II,78090.11
2024-07-18T00:00:00,19,7.63,,15369.54,117269.63,0,117269.63,II,77965.34
2024-07-18T00:00:00,20,7.63,,15244.30,116313.99,0,116313.99,II,81861.11
2024-07-18T00:00:00,21,7.63,,15207.93,116036.53,0,116036.53,II,99876.88
2024-07-18T00:00:00,22,7.63,,15112.86,115311.12,0,115311.12,II,99109.24
2024-07-18T00:00:00,23,7.63,,15129.03,115434.51,0,115434.51,II,88063.87
2024-07-18T00:00:00,24,7.63,,15105.81,115257.34,0,115257.34,II,87610.65
2024-07-18T00:00:00,25,7.63,,15121.28,115375.38,0,115375.38,II,96782.69
2024-07-18T00:00:00,26,7.63,,15030.25,114680.81,0,114680.81,II,81991.80
2024-07-18T00:00:00,27,7.63,,14969.00,114213.49,0,114213.49,II,83241.82
2024-07-18T00:00:00,28,7.63,,14882.17,113550.99,0,113550.99,II,77932.36
2024-07-18T00:00:00,29,7.63,,14903.66,113714.91,0,113714.91,II,61168.60
2024-07-18T00:00:00,30,7.63,,14865.32,113422.37,0,113422.37,II,68176.99
2024-07-18T00:00:00,31,7.63,,14837.54,113210.44,0,113210.44,II,71670.38
2024-07-18T00:00:00,32,7.63,,15116.39,115338.07,0,115338.07,II,90252.68
2024-07-18T00:00:00,33,7.63,,15571.15,118807.86,0,118807.86,II,72641.14
2024-07-18T00:00:00,34,7.63,,15916.53,121443.15,0,121443.15,II,82134.75
2024-07-18T00:00:00,35,7.63,,16105.75,122886.86,0,122886.86,II,65986.30
2024-07-18T00:00:00,36,7.63,,16289.69,124290.34,0,124290.34,II,66353.53
2024-07-18T00:00:00,37,7.63,,16202.36,123624.00,0,123624.00,II,90751.54
2024-07-18T00:00:00,38,7.63,,16271.20,124149.28,0,124149.28,II,98619.93
2024-07-18T00:00:00,39,7.63,,16073.26,122638.98,0,122638.98,II,113735.06
2024-07-18T00:00:00,40,7.63,,15929.59,121542.78,0,121542.78,II,151948.25
2024-07-18T00:00:00,41,7.63,,15525.93,118462.85,0,118462.85,II,155483.21
2024-07-18T00:00:00,42,7.63,,15279.50,116582.61,0,116582.61,II,167980.32
2024-07-18T00:00:00,43,7.63,,15144.28,115550.83,0,115550.83,II,133969.61
2024-07-18T00:00:00,44,7.63,,14862.28,113399.16,0,113399.16,II,152751.97
2024-07-18T00:00:00,45,7.63,,14252.15,108743.87,0,108743.87,II,126530.46
2024-07-18T00:00:00,46,7.63,,13609.65,103841.66,0,103841.66,II,85723.27
2024-07-18T00:00:00,47,7.63,,12981.35,99047.70,0,99047.70,II,71879.91
2024-07-18T00:00:00,48,7.63,,12385.89,94504.36,0,94504.36,II,71546.54
2024-07-19T00:00:00,1,7.63,,11987.54,91464.92,0,91464.92,II,64283.37
2024-07-19T00:00:00,2,7.63,,11698.55,89259.94,0,89259.94,II,44239.01
2024-07-19T00:00:00,3,7.63,,11556.29,88174.51,0,88174.51,II,33548.57
2024-07-19T00:00:00,4,7.63,,11306.15,86265.91,0,86265.91,II,29333.89
2024-07-19T00:00:00,5,7.63,,11130.05,84922.29,0,84922.29,II,33659.54
2024-07-19T00:00:00,6,7.63,,10875.44,82979.64,0,82979.64,II,41975.43
2024-07-19T00:00:00,7,7.63,,10802.65,82424.23,0,82424.23,II,54376.77
2024-07-19T00:00:00,8,7.63,,10684.83,81525.27,0,81525.27,II,41191.46
2024-07-19T00:00:00,9,7.63,,10650.36,81262.22,0,81262.22,II,36240.36
2024-07-19T00:00:00,10,7.63,,10591.41,80812.43,0,80812.43,II,35895.12
2024-07-19T00:00:00,11,7.63,,10686.69,81539.44,0,81539.44,II,32810.32
2024-07-19T00:00:00,12,7.63,,10993.87,83883.21,0,83883.21,II,43432.70
2024-07-19T00:00:00,13,7.63,,11907.86,90857.00,0,90857.00,II,52869.87
2024-07-19T00:00:00,14,7.63,,12767.21,97413.80,0,97413.80,II,82245.18
2024-07-19T00:00:00,15,7.63,,13831.82,105536.76,0,105536.76,II,70305.29
2024-07-19T00:00:00,16,7.63,,14538.35,110927.63,0,110927.63,II,73956.85
2024-07-19T00:00:00,17,7.63,,15013.50,114553.00,0,114553.00,II,79411.38
2024-07-19T00:00:00,18,7.63,,15217.16,116106.96,0,116106.96,II,90586.89
2024-07-19T00:00:00,19,7.63,,15522.50,118436.71,0,118436.71,II,96056.94
2024-07-19T00:00:00,20,7.63,,15474.43,118069.89,0,118069.89,II,96555.44
2024-07-19T00:00:00,21,7.63,,15390.75,117431.45,0,117431.45,II,106982.45
2024-07-19T00:00:00,22,7.63,,15327.68,116950.23,0,116950.23,II,102062.14
2024-07-19T00:00:00,23,7.63,,15293.02,116685.73,0,116685.73,II,128009.99
2024-07-19T00:00:00,24,7.63,,15233.37,116230.60,0,116230.60,II,116162.77
2024-07-19T00:00:00,25,7.63,,15265.01,116472.00,0,116472.00,II,105120.17
2024-07-19T00:00:00,26,7.63,,15186.94,115876.35,0,115876.35,II,137211.90
2024-07-19T00:00:00,27,7.63,,15034.90,114716.28,0,114716.28,II,127952.19
2024-07-19T00:00:00,28,7.63,,14908.90,113754.87,0,113754.87,II,129200.76
2024-07-19T00:00:00,29,7.63,,14894.02,113641.38,0,113641.38,II,126683.57
2024-07-19T00:00:00,30,7.63,,14833.01,113175.90,0,113175.90,II,120410.93
2024-07-19T00:00:00,31,7.63,,14807.26,112979.40,0,112979.40,II,109335.52
2024-07-19T00:00:00,32,7.63,,14961.36,114155.17,0,114155.17,II,136497.38
2024-07-19T00:00:00,33,7.63,,15176.87,115799.53,0,115799.53,II,152341.08
2024-07-19T00:00:00,34,7.63,,15470.60,118040.71,0,118040.71,II,127982.34
2024-07-19T00:00:00,35,7.63,,15726.72,119994.85,0,119994.85,II,131424.01
2024-07-19T00:00:00,36,7.63,,15923.24,121494.35,0,121494.35,II,122926.71
2024-07-19T00:00:00,37,7.63,,15857.47,120992.48,0,120992.48,II,112323.08
2024-07-19T00:00:00,38,7.63,,15781.95,120416.24,0,120416.24,II,122186.96
2024-07-19T00:00:00,39,7.63,,15585.98,118920.99,0,118920.99,II,119787.31
2024-07-19T00:00:00,40,7.63,,15449.08,117876.49,0,117876.49,II,118834.52
2024-07-19T00:00:00,41,7.63,,15195.21,115939.47,0,115939.47,II,114087.87
2024-07-19T00:00:00,42,7.63,,14961.32,114154.85,0,114154.85,II,117796.17
2024-07-19T00:00:00,43,7.63,,14753.51,112569.28,0,112569.28,II,126759.63
2024-07-19T00:00:00,44,7.63,,14597.20,111376.60,0,111376.60,II,119637.60
2024-07-19T00:00:00,45,7.63,,14224.57,108533.45,0,108533.45,II,82450.41
2024-07-19T00:00:00,46,7.63,,13526.06,103203.84,0,103203.84,II,75631.08
2024-07-19T00:00:00,47,7.63,,12887.71,98333.24,0,98333.24,II,64806.01
2024-07-19T00:00:00,48,7.63,,12375.85,94427.71,0,94427.71,II,87343.72
2024-07-20T00:00:00,1,7.63,,11975.59,91373.76,0,91373.76,II,90448.34
2024-07-20T00:00:00,2,7.63,,11656.31,88937.65,0,88937.65,II,86787.05
2024-07-20T00:00:00,3,7.63,,11377.47,86810.11,0,86810.11,II,90088.70
2024-07-20T00:00:00,4,7.63,,11192.08,85395.58,0,85395.58,II,78248.45
2024-07-20T00:00:00,5,7.63,,10981.25,83786.92,0,83786.92,II,83826.77
2024-07-20T00:00:00,6,7.63,,10776.91,82227.79,0,82227.79,II,91730.60
2024-07-20T00:00:00,7,7.63,,10590.41,80804.84,0,80804.84,II,94665.46
2024-07-20T00:00:00,8,7.63,,10468.89,79877.65,0,79877.65,II,92355.53
2024-07-20T00:00:00,9,7.63,,10361.90,79061.32,0,79061.32,II,82636.36
2024-07-20T00:00:00,10,7.63,,10256.75,78258.99,0,78258.99,II,78808.77
2024-07-20T00:00:00,11,7.63,,10226.56,78028.69,0,78028.69,II,86497.93
2024-07-20T00:00:00,12,7.63,,10235.27,78095.11,0,78095.11,II,84623.52
2024-07-20T00:00:00,13,7.63,,10667.37,81392.06,0,81392.06,II,76965.32
2024-07-20T00:00:00,14,7.63,,11050.82,84317.77,0,84317.77,II,72311.80
2024-07-20T00:00:00,15,7.63,,11652.67,88909.86,0,88909.86,II,78145.34
2024-07-20T00:00:00,16,7.63,,12200.17,93087.28,0,93087.28,II,69389.58
2024-07-20T00:00:00,17,7.63,,12814.17,97772.09,0,97772.09,II,64167.01
2024-07-20T00:00:00,18,7.63,,13290.34,101405.31,0,101405.31,II,71504.56
2024-07-20T00:00:00,19,7.63,,13729.34,104754.84,0,104754.84,II,67473.42
2024-07-20T00:00:00,20,7.63,,13965.14,106553.99,0,106553.99,II,65893.43
2024-07-20T00:00:00,21,7.63,,14159.27,108035.21,0,108035.21,II,79432.21
2024-07-20T00:00:00,22,7.63,,14199.92,108345.42,0,108345.42,II,72310.30
2024-07-20T00:00:00,23,7.63,,14246.55,108701.15,0,108701.15,II,75205.59
2024-07-20T00:00:00,24,7.63,,14234.91,108612.33,0,108612.33,II,69319.21
2024-07-20T00:00:00,25,7.63,,14335.98,109383.55,0,109383.55,II,80696.49
2024-07-20T00:00:00,26,7.63,,14235.36,108615.80,0,108615.80,II,81873.56
2024-07-20T00:00:00,27,7.63,,14138.81,107879.12,0,107879.12,II,68578.83
2024-07-20T00:00:00,28,7.63,,13959.40,106510.26,0,106510.26,II,58193.86
2024-07-20T00:00:00,29,7.63,,13890.61,105985.33,0,105985.33,II,55201.16
2024-07-20T00:00:00,30,7.63,,13806.42,105342.98,0,105342.98,II,50955.39
2024-07-20T00:00:00,31,7.63,,13867.06,105805.64,0,105805.64,II,82842.09
2024-07-20T00:00:00,32,7.63,,13953.21,106462.97,0,106462.97,II,65725.92
2024-07-20T00:00:00,33,7.63,,14172.68,108137.52,0,108137.52,II,67956.50
2024-07-20T00:00:00,34,7.63,,14457.23,110308.70,0,110308.70,II,66404.82
2024-07-20T00:00:00,35,7.63,,14783.94,112801.44,0,112801.44,II,69771.86
2024-07-20T00:00:00,36,7.63,,14934.45,113949.83,0,113949.83,II,70759.29
2024-07-20T00:00:00,37,7.63,,14997.35,114429.76,0,114429.76,II,72289.97
2024-07-20T00:00:00,38,7.63,,14904.46,113721.06,0,113721.06,II,75220.17
2024-07-20T00:00:00,39,7.63,,14726.72,112364.87,0,112364.87,II,82912.28
2024-07-20T00:00:00,40,7.63,,14498.55,110623.95,0,110623.95,II,75188.07
2024-07-20T00:00:00,41,7.63,,14269.30,108874.79,0,108874.79,II,59986.39
2024-07-20T00:00:00,42,7.63,,14017.56,106953.96,0,106953.96,II,63214.26
2024-07-20T00:00:00,43,7.63,,13830.12,105523.82,0,105523.82,II,61555.15
2024-07-20T00:00:00,44,7.63,,13675.31,104342.62,0,104342.62,II,57273.44
2024-07-20T00:00:00,45,7.63,,13272.95,101272.58,0,101272.58,II,94700.72
2024-07-20T00:00:00,46,7.63,,12722.07,97069.40,0,97069.40,II,96016.42
2024-07-20T00:00:00,47,7.63,,12165.74,92824.63,0,92824.63,II,90804.63
2024-07-20T00:00:00,48,7.63,,11702.11,89287.08,0,89287.08,II,85158.07
2024-07-21T00:00:00,1,7.63,,11334.67,86483.54,0,86483.54,II,106381.77
2024-07-21T00:00:00,2,7.63,,11052.73,84332.34,0,84332.34,II,104930.45
2024-07-21T00:00:00,3,7.63,,10856.80,82837.36,0,82837.36,II,107795.01
2024-07-21T00:00:00,4,7.63,,10657.94,81320.11,0,81320.11,II,108701.69
2024-07-21T00:00:00,5,7.63,,10443.25,79682.03,0,79682.03,II,122987.25
2024-07-21T00:00:00,6,7.63,,10214.43,77936.10,0,77936.10,II,108976.05
2024-07-21T00:00:00,7,7.63,,10014.32,76409.25,0,76409.25,II,108920.50
2024-07-21T00:00:00,8,7.63,,9923.38,75715.42,0,75715.42,II,105651.94
2024-07-21T00:00:00,9,7.63,,9815.64,74893.30,0,74893.30,II,116746.56
2024-07-21T00:00:00,10,7.63,,9650.23,73631.24,0,73631.24,II,116048.36
2024-07-21T00:00:00,11,7.63,,9553.10,72890.14,0,72890.14,II,117342.23
2024-07-21T00:00:00,12,7.63,,9531.32,72723.96,0,72723.96,II,128966.62
2024-07-21T00:00:00,13,7.63,,9822.35,74944.50,0,74944.50,II,128139.24
2024-07-21T00:00:00,14,7.63,,10039.79,76603.58,0,76603.58,II,124252.47
2024-07-21T00:00:00,15,7.63,,10455.08,79772.24,0,79772.24,II,128593.58
2024-07-21T00:00:00,16,7.63,,10912.73,83264.11,0,83264.11,II,135436.78
2024-07-21T00:00:00,17,7.63,,11557.26,88181.88,0,88181.88,II,132901.38
2024-07-21T00:00:00,18,7.63,,11997.44,91540.46,0,91540.46,II,122730.24
2024-07-21T00:00:00,19,7.63,,12477.53,95203.52,0,95203.52,II,98518.23
2024-07-21T00:00:00,20,7.63,,12771.07,97443.28,0,97443.28,II,70551.90
2024-07-21T00:00:00,21,7.63,,13031.37,99429.35,0,99429.35,II,62262.11
2024-07-21T00:00:00,22,7.63,,13143.78,100287.05,0,100287.05,II,58117.48
2024-07-21T00:00:00,23,7.63,,13333.96,101738.12,0,101738.12,II,77271.67
2024-07-21T00:00:00,24,7.63,,13432.20,102487.71,0,102487.71,II,77859.01
2024-07-21T00:00:00,25,7.63,,13531.69,103246.78,0,103246.78,II,102735.16
2024-07-21T00:00:00,26,7.63,,13449.82,102622.09,0,102622.09,II,94343.39
2024-07-21T00:00:00,27,7.63,,13316.43,101604.38,0,101604.38,II,78000.53
2024-07-21T00:00:00,28,7.63,,13128.28,100168.80,0,100168.80,II,67938.49
2024-07-21T00:00:00,29,7.63,,12967.94,98945.41,0,98945.41,II,65956.94
2024-07-21T00:00:00,30,7.63,,12866.20,98169.13,0,98169.13,II,67912.22
2024-07-21T00:00:00,31,7.63,,12946.89,98784.79,0,98784.79,II,77606.46
2024-07-21T00:00:00,32,7.63,,13107.37,100009.24,0,100009.24,II,87915.44
2024-07-21T00:00:00,33,7.63,,13458.83,102690.85,0,102690.85,II,75527.15
2024-07-21T00:00:00,34,7.63,,13811.37,105380.79,0,105380.79,II,91352.25
2024-07-21T00:00:00,35,7.63,,14197.73,108328.68,0,108328.68,II,105329.08
2024-07-21T00:00:00,36,7.63,,14401.79,109885.67,0,109885.67,II,102359.38
2024-07-21T00:00:00,37,7.63,,14504.18,110666.90,0,110666.90,II,95037.46
2024-07-21T00:00:00,38,7.63,,14457.17,110308.21,0,110308.21,II,99602.86
2024-07-21T00:00:00,39,7.63,,14381.64,109731.92,0,109731.92,II,133080.52
2024-07-21T00:00:00,40,7.63,,14205.00,108384.13,0,108384.13,II,99360.54
2024-07-21T00:00:00,41,7.63,,14029.16,107042.48,0,107042.48,II,110134.65
2024-07-21T00:00:00,42,7.63,,13842.42,105617.70,0,105617.70,II,98954.97
2024-07-21T00:00:00,43,7.63,,13717.79,104666.72,0,104666.72,II,107860.46
2024-07-21T00:00:00,44,7.63,,13556.09,103432.93,0,103432.93,II,110977.08
2024-07-21T00:00:00,45,7.63,,13132.70,100202.49,0,100202.49,II,91777.77
2024-07-21T00:00:00,46,7.63,,12491.83,95312.68,0,95312.68,II,69054.71
2024-07-21T00:00:00,47,7.63,,11878.95,90636.42,0,90636.42,II,88024.30
2024-07-21T00:00:00,48,7.63,,11395.23,86945.64,0,86945.64,II,80612.41
2024-07-22T00:00:00,1,7.63,,11113.99,84799.71,0,84799.71,II,74854.00
2024-07-22T00:00:00,2,7.63,,10898.70,83157.11,0,83157.11,II,80792.98
2024-07-22T00:00:00,3,7.63,,10698.52,81629.73,0,81629.73,II,82221.26
2024-07-22T00:00:00,4,7.63,,10605.23,80917.92,0,80917.92,II,85021.54
2024-07-22T00:00:00,5,7.63,,10453.27,79758.48,0,79758.48,II,84639.03
2024-07-22T00:00:00,6,7.63,,10327.58,78799.44,0,78799.44,II,75946.02
2024-07-22T00:00:00,7,7.63,,10225.65,78021.71,0,78021.71,II,74299.23
2024-07-22T00:00:00,8,7.63,,10131.32,77301.94,0,77301.94,II,81691.85
2024-07-22T00:00:00,9,7.63,,10151.48,77455.81,0,77455.81,II,80573.08
2024-07-22T00:00:00,10,7.63,,10108.16,77125.23,0,77125.23,II,84479.58
2024-07-22T00:00:00,11,7.63,,10296.91,78565.46,0,78565.46,II,74934.14
2024-07-22T00:00:00,12,7.63,,10655.20,81299.14,0,81299.14,II,70759.45
2024-07-22T00:00:00,13,7.63,,11600.47,88511.60,0,88511.60,II,71695.89
2024-07-22T00:00:00,14,7.63,,12401.31,94621.99,0,94621.99,II,80589.68
2024-07-22T00:00:00,15,7.63,,13500.52,103008.98,0,103008.98,II,74260.12
2024-07-22T00:00:00,16,7.63,,14330.38,109340.77,0,109340.77,II,85936.56
2024-07-22T00:00:00,17,7.63,,15064.38,114941.19,0,114941.19,II,111907.77
2024-07-22T00:00:00,18,7.63,,15421.37,117665.08,0,117665.08,II,115878.48
2024-07-22T00:00:00,19,7.63,,15807.29,120609.60,0,120609.60,II,122272.95
2024-07-22T00:00:00,20,7.63,,15905.10,121355.91,0,121355.91,II,144651.93
2024-07-22T00:00:00,21,7.63,,15916.42,121442.26,0,121442.26,II,167778.73
2024-07-22T00:00:00,22,7.63,,15992.56,122023.23,0,122023.23,II,166330.06
2024-07-22T00:00:00,23,7.63,,16061.12,122546.34,0,122546.34,II,131783.91
2024-07-22T00:00:00,24,7.63,,16095.65,122809.84,0,122809.84,II,102904.86
2024-07-22T00:00:00,25,7.63,,16190.76,123535.46,0,123535.46,II,106248.59
2024-07-22T00:00:00,26,7.63,,16066.74,122589.24,0,122589.24,II,100540.09
2024-07-22T00:00:00,27,7.63,,15925.20,121509.29,0,121509.29,II,97510.02
2024-07-22T00:00:00,28,7.63,,15678.98,119630.59,0,119630.59,II,86268.17
2024-07-22T00:00:00,29,7.63,,15586.50,118925.03,0,118925.03,II,94301.55
2024-07-22T00:00:00,30,7.63,,15451.25,117893.04,0,117893.04,II,83513.61
2024-07-22T00:00:00,31,7.63,,15384.72,117385.39,0,117385.39,II,97954.24
2024-07-22T00:00:00,32,7.63,,15468.37,118023.70,0,118023.70,II,110989.08
2024-07-22T00:00:00,33,7.63,,15656.98,119462.79,0,119462.79,II,121063.14
2024-07-22T00:00:00,34,7.63,,16005.91,122125.07,0,122125.07,II,146689.75
2024-07-22T00:00:00,35,7.63,,16335.46,124639.59,0,124639.59,II,151514.75
2024-07-22T00:00:00,36,7.63,,16486.89,125794.94,0,125794.94,II,151145.75
2024-07-22T00:00:00,37,7.63,,16495.14,125857.93,0,125857.93,II,122667.19
2024-07-22T00:00:00,38,7.63,,16408.17,125194.30,0,125194.30,II,121373.41
2024-07-22T00:00:00,39,7.63,,16172.29,123394.61,0,123394.61,II,129214.09
2024-07-22T00:00:00,40,7.63,,15891.06,121248.81,0,121248.81,II,111656.56
2024-07-22T00:00:00,41,7.63,,15537.19,118548.72,0,118548.72,II,123087.88
2024-07-22T00:00:00,42,7.63,,15156.06,115640.72,0,115640.72,II,129998.73
2024-07-22T00:00:00,43,7.63,,14987.09,114351.52,0,114351.52,II,134491.15
2024-07-22T00:00:00,44,7.63,,14619.80,111549.07,0,111549.07,II,125311.68
2024-07-22T00:00:00,45,7.63,,14043.90,107154.95,0,107154.95,II,115681.75
2024-07-22T00:00:00,46,7.63,,13341.01,101791.89,0,101791.89,II,89030.70
2024-07-22T00:00:00,47,7.63,,12627.14,96345.10,0,96345.10,II,109882.86
2024-07-22T00:00:00,48,7.63,,12125.91,92520.72,0,92520.72,II,113911.88
2024-07-23T00:00:00,1,7.63,,11784.00,89911.92,0,89911.92,II,97645.77
2024-07-23T00:00:00,2,7.63,,11483.60,87619.85,0,87619.85,II,80304.10
2024-07-23T00:00:00,3,7.63,,11198.18,85442.15,0,85442.15,II,97415.19
2024-07-23T00:00:00,4,7.63,,11074.51,84498.53,0,84498.53,II,110642.09
2024-07-23T00:00:00,5,7.63,,10894.19,83122.66,0,83122.66,II,113248.53
2024-07-23T00:00:00,6,7.63,,10706.32,81689.20,0,81689.20,II,110879.71
2024-07-23T00:00:00,7,7.63,,10582.88,80747.39,0,80747.39,II,103352.06
2024-07-23T00:00:00,8,7.63,,10470.23,79887.83,0,79887.83,II,110353.01
2024-07-23T00:00:00,9,7.63,,10424.14,79536.17,0,79536.17,II,96925.54
2024-07-23T00:00:00,10,7.63,,10426.12,79551.29,0,79551.29,II,86718.39
2024-07-23T00:00:00,11,7.63,,10563.34,80598.30,0,80598.30,II,102814.48
2024-07-23T00:00:00,12,7.63,,10907.72,83225.89,0,83225.89,II,96029.01
2024-07-23T00:00:00,13,7.63,,11838.05,90324.29,0,90324.29,II,90937.80
2024-07-23T00:00:00,14,7.63,,12610.63,96219.13,0,96219.13,II,93807.61
2024-07-23T00:00:00,15,7.63,,13642.42,104091.68,0,104091.68,II,94872.36
2024-07-23T00:00:00,16,7.63,,14344.89,109451.52,0,109451.52,II,102599.12
2024-07-23T00:00:00,17,7.63,,14968.04,114206.15,0,114206.15,II,98080.42
