,East England,East Midlands,London,"North Wales, Merseyside and Cheshire",West Midlands,North East England,North West England,North Scotland,South East England,South Wales,South West England,Yorkshire,South and Central Scotland,Southern England
2025-03-08 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1986236572265625,0.0,0.0591278076171875,0.16689300537109375,0.0,0.1926422119140625,0.0
2025-03-08 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942893981933594,0.0,0.308990478515625,0.16117095947265625,0.0,0.05054473876953125,0.0
2025-03-08 16:00:00,0.0,0.0,0.0,0.00476837158203125,0.0,0.0,0.0,5.606651306152344,0.0,0.1964569091796875,0.8296966552734375,0.0,0.22411346435546875,0.0
2025-03-08 17:00:00,0.0,0.0,0.0,0.247955322265625,0.0,0.0,0.0,2.1486282348632812,0.0,0.29087066650390625,2.1877288818359375,0.0,0.10061264038085938,0.0
2025-03-08 18:00:00,0.0,0.0,0.0,0.7753372192382812,0.0,0.0,0.0,1.3375282287597656,0.0,0.30803680419921875,1.6789436340332031,0.0,0.00095367431640625,0.0
2025-03-08 19:00:00,0.0,0.0,0.0,0.14209747314453125,0.0,0.0,0.0,0.5617141723632812,0.0,0.18644332885742188,1.9445419311523438,0.0,0.0,0.0
2025-03-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11110305786132812,0.0,0.026702880859375,2.640247344970703,0.0,0.0,0.0
2025-03-08 21:00:00,0.0,0.0,0.0,0.049114227294921875,0.0,0.0,0.0,0.015735626220703125,0.0,0.04673004150390625,5.178928375244141,0.0,0.0,0.5583763122558594
2025-03-08 22:00:00,0.0,0.0,0.0,0.003337860107421875,0.0,0.0,0.0,0.2665519714355469,0.0,0.023365020751953125,1.3899803161621094,0.0,0.0,0.6117820739746094
2025-03-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884864807128906,0.0,0.0,0.00762939453125,0.0,0.0,0.05340576171875
2025-03-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0786056518554688,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7414093017578125,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0919570922851562,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6884803771972656,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1843185424804688,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3470649719238281,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4466514587402344,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0830841064453125,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8095245361328125,0.0,0.0,0.000476837158203125,0.0,0.0,0.0
2025-03-09 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5271644592285156,0.0,0.0,0.0019073486328125,0.0,0.0,0.0
2025-03-09 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.568981170654297,0.0,0.0,0.002384185791015625,0.0,0.0,0.0
2025-03-09 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.649421691894531,0.0,0.0,0.011920928955078125,0.0,0.0,0.0
2025-03-09 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.794452667236328,0.0,0.0,0.01049041748046875,0.0,0.0,0.0
2025-03-09 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.067203521728516,0.0,0.0,0.003337860107421875,0.0,0.0,0.0
2025-03-09 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.889198303222656,0.0,0.0,0.00095367431640625,0.0,0.0,0.0
2025-03-09 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.786605834960938,0.0,0.0,0.00095367431640625,0.0,0.0,0.0
2025-03-09 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418746948242188,0.0,0.0,0.04863739013671875,0.0,0.0,0.0
2025-03-09 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.571666717529297,0.0,0.0,0.1049041748046875,0.0,0.0,0.0
2025-03-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.063907623291016,0.0,0.0,0.05340576171875,0.0,0.0,0.0
2025-03-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.787010192871094,0.0,0.0,0.03719329833984375,0.0,0.0,0.0
2025-03-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.790203094482422,0.0,0.0,0.19931793212890625,0.0,0.0,0.0
2025-03-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77172088623047,0.0,0.0,0.5555152893066406,0.0,0.0,0.0
2025-03-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.545555114746094,0.0,0.0,0.4734992980957031,0.0,0.0,0.0
2025-03-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.901535034179688,0.0,0.0,0.4343986511230469,0.0,0.0,0.0
2025-03-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.727935791015625,0.0,0.0,0.4253387451171875,0.0,0.0,0.02384185791015625
2025-03-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26394271850586,0.0,0.0,0.4611015319824219,0.0,0.003337860107421875,0.041484832763671875
