,East England,East Midlands,London,"North Wales, Merseyside and Cheshire",West Midlands,North East England,North West England,North Scotland,South East England,South Wales,South West England,Yorkshire,South and Central Scotland,Southern England
2025-03-21 00:00:00,9.192005157470703,8.124622344970703,6.005482196807861,10.311145782470703,8.748645782470703,6.791615009307861,10.001575469970703,15.879505157470703,7.911732196807861,12.201770782470703,10.608020782470703,7.820911884307861,12.979114532470703,9.043567657470703
2025-03-21 01:00:00,9.200098037719727,7.846582412719727,5.954004287719727,10.197168350219727,8.812402725219727,6.984277725219727,10.120996475219727,16.287988662719727,7.977441787719727,12.018457412719727,10.468652725219727,7.675683975219727,13.452051162719727,8.557519912719727
2025-03-21 02:00:00,9.041423797607422,7.690837860107422,6.235759735107422,10.203533172607422,9.154705047607422,7.267009735107422,10.392986297607422,16.529705047607422,8.297283172607422,11.406658172607422,10.159587860107422,7.340251922607422,13.583415985107422,9.400798797607422
2025-03-21 03:00:00,8.856928825378418,7.748530864715576,6.226069927215576,10.329585075378418,9.354975700378418,7.443843364715576,10.732905387878418,16.642086029052734,9.076655387878418,10.944819450378418,9.657710075378418,7.358882427215576,13.710444450378418,9.180171012878418
2025-03-21 04:00:00,9.15247917175293,8.16712760925293,6.6358771324157715,10.45228385925293,9.50892448425293,7.7120490074157715,10.82142448425293,16.89564323425293,8.78431510925293,10.60951042175293,8.89661979675293,7.7638068199157715,13.81654167175293,8.99720573425293
2025-03-21 05:00:00,9.4952392578125,8.6153564453125,6.778441905975342,10.6661376953125,10.0255126953125,8.1270751953125,10.9229736328125,17.0001220703125,8.8995361328125,10.5177001953125,8.9493408203125,8.3184814453125,13.8077392578125,9.2559814453125
2025-03-21 06:00:00,9.537399291992188,8.991500854492188,6.879195690155029,10.740524291992188,10.244430541992188,8.560836791992188,11.092086791992188,17.172164916992188,9.156539916992188,10.397750854492188,11.056930541992188,8.911422729492188,13.702438354492188,9.835250854492188
2025-03-21 07:00:00,10.77042007446289,10.27920913696289,7.727451324462891,10.68448257446289,10.51651382446289,9.62198257446289,11.21182632446289,17.26553726196289,9.56338882446289,10.64639663696289,11.20596694946289,10.25186538696289,13.74991226196289,10.70596694946289
2025-03-21 08:00:00,11.322693824768066,10.705506324768066,8.884217262268066,10.948670387268066,10.878357887268066,10.510193824768066,11.415467262268066,17.43597412109375,10.077576637268066,11.380311012268066,11.959412574768066,10.712342262268066,13.768006324768066,11.563904762268066
2025-03-21 09:00:00,11.7479829788208,10.9442720413208,9.0028657913208,11.8124361038208,11.7763032913208,11.1864595413208,11.7860689163208,17.925716400146484,9.8417329788208,12.2528657913208,13.0888032913208,11.3866548538208,13.6444673538208,11.7460298538208
2025-03-21 10:00:00,12.075441360473633,12.158449172973633,8.756105422973633,13.309816360473633,13.072511672973633,12.679933547973633,13.117433547973633,18.455324172973633,10.031496047973633,13.850831985473633,13.405519485473633,12.273683547973633,13.784425735473633,11.835206985473633
2025-03-21 11:00:00,12.744805335998535,12.570977210998535,9.674492835998535,14.837578773498535,13.531914710998535,13.627617835998535,14.088555335998535,18.44011688232422,11.376641273498535,14.320000648498535,14.318047523498535,13.097344398498535,14.462578773498535,13.580742835998535
2025-03-21 12:00:00,13.498075485229492,12.981473922729492,11.031278610229492,15.131864547729492,13.903348922729492,14.480497360229492,14.772489547729492,18.829130172729492,12.059598922729492,14.584012985229492,16.027372360229492,13.628934860229492,14.933622360229492,14.224637985229492
2025-03-21 13:00:00,13.750103950500488,13.614361763000488,11.328228950500488,15.194439888000488,14.044049263000488,14.802838325500488,15.153424263000488,19.332134246826172,12.645611763000488,15.022564888000488,16.517681121826172,14.085064888000488,15.205182075500488,14.449322700500488
2025-03-21 14:00:00,13.756780624389648,13.761663436889648,11.411077499389648,14.742132186889648,14.039983749389648,14.821233749389648,15.223577499389648,19.29291343688965,12.771429061889648,15.659124374389648,18.46576499938965,14.371038436889648,15.094671249389648,13.930608749389648
2025-03-21 15:00:00,13.563755989074707,13.758091926574707,11.204380989074707,14.803013801574707,12.819615364074707,14.654576301574707,14.869420051574707,19.03055191040039,12.310826301574707,15.331334114074707,18.26980972290039,14.307896614074707,14.986607551574707,13.153599739074707
2025-03-21 16:00:00,13.197991371154785,12.956780433654785,10.449944496154785,14.639397621154785,11.965569496154785,13.826897621154785,14.427483558654785,19.1335391998291,10.706780433654785,16.2722110748291,16.1393985748291,13.786858558654785,13.554436683654785,11.898186683654785
2025-03-21 17:00:00,12.26472282409668,11.73737907409668,9.10651969909668,14.57624626159668,11.99226188659668,13.56062126159668,14.13679313659668,19.02058219909668,10.11823844909668,16.07136344909668,14.38191032409668,12.76276969909668,13.61628532409668,11.17194938659668
2025-03-21 18:00:00,11.515402793884277,11.723410606384277,8.475363731384277,14.047629356384277,11.645285606384277,13.565207481384277,14.046652793884277,19.105247497558594,10.024191856384277,14.201926231384277,14.847434043884277,12.670676231384277,13.182394981384277,10.560324668884277
2025-03-21 19:00:00,10.268579483032227,11.438501358032227,7.734399318695068,12.271509170532227,11.255884170532227,13.221704483032227,14.445337295532227,19.635766983032227,10.299829483032227,14.344751358032227,14.325220108032227,11.959009170532227,13.361352920532227,10.118188858032227
2025-03-21 20:00:00,10.074775695800781,10.307197570800781,8.703681945800781,12.218330383300781,10.384346008300781,13.104072570800781,14.296455383300781,19.50934600830078,10.788642883300781,14.162666320800781,13.298408508300781,11.457588195800781,13.507392883300781,11.182197570800781
2025-03-21 21:00:00,10.029294967651367,8.803709030151367,8.782224655151367,11.325193405151367,9.654294967651367,12.842771530151367,13.998044967651367,19.826169967651367,10.809568405151367,13.707029342651367,12.028318405151367,10.760740280151367,13.723630905151367,11.587888717651367
2025-03-21 22:00:00,9.544734954833984,8.789852142333984,8.430477142333984,10.905086517333984,9.855281829833984,12.408016204833984,12.272274017333984,20.053524017333984,10.479305267333984,12.330867767333984,10.375789642333984,10.073055267333984,13.780086517333984,11.405086517333984
2025-03-21 23:00:00,9.647637367248535,10.831231117248535,7.872246742248535,9.818535804748535,9.491387367248535,12.186699867248535,11.170098304748535,19.98845672607422,9.863457679748535,10.921074867248535,10.517754554748535,9.730645179748535,13.389824867248535,11.189629554748535
2025-03-22 00:00:00,12.237305641174316,10.826172828674316,7.372071266174316,9.259766578674316,9.467774391174316,11.781250953674316,10.762696266174316,20.079103469848633,9.390625953674316,9.520508766174316,11.270508766174316,10.688477516174316,12.268555641174316,10.316407203674316
2025-03-22 01:00:00,12.162324905395508,10.356660842895508,7.228731632232666,9.249238967895508,8.863496780395508,11.987520217895508,11.919160842895508,20.241426467895508,9.650606155395508,8.617403030395508,11.382051467895508,10.601778030395508,11.237520217895508,9.637910842895508
2025-03-22 02:00:00,10.363316535949707,9.632847785949707,7.081089496612549,9.157261848449707,8.663121223449707,11.323277473449707,9.571324348449707,20.60843276977539,9.624058723449707,8.334996223449707,11.168980598449707,9.237339973449707,10.652379035949707,8.824254035949707
2025-03-22 03:00:00,10.570247650146484,9.284114837646484,6.705989837646484,8.614192962646484,8.183528900146484,12.000911712646484,10.224544525146484,21.202083587646484,9.095638275146484,9.177669525146484,10.639583587646484,9.245052337646484,10.490169525146484,8.062435150146484
2025-03-22 04:00:00,9.500468254089355,9.343241691589355,6.1078901290893555,7.9672651290893555,7.6117963790893555,9.562968254089355,10.218241691589355,21.76120948791504,8.019022941589355,10.289530754089355,10.315897941589355,9.695780754089355,10.333476066589355,7.4379682540893555
2025-03-22 05:00:00,9.116215705871582,8.884770393371582,5.436527729034424,7.639652729034424,7.335941791534424,9.265629768371582,10.015629768371582,22.559574127197266,6.871098041534424,10.872075080871582,10.297856330871582,9.791020393371582,10.152348518371582,7.371098041534424
2025-03-22 06:00:00,9.06869125366211,8.54330062866211,5.135097503662109,7.583339691162109,7.266933441162109,9.42904281616211,9.51009750366211,23.63021469116211,6.467128753662109,10.93392562866211,10.99056625366211,9.59212875366211,9.66439437866211,7.426113128662109
2025-03-22 07:00:00,9.412426948547363,7.866528034210205,5.385082721710205,7.976879596710205,7.034496784210205,8.263012886047363,10.029614448547363,23.714183807373047,7.225903034210205,9.476880073547363,9.792309761047363,7.810863971710205,10.439770698547363,8.009106636047363
2025-03-22 08:00:00,8.701329231262207,7.700353145599365,5.025548458099365,10.361485481262207,8.107579231262207,8.144688606262207,9.727696418762207,23.786291122436523,6.543126583099365,10.824376106262207,10.430821418762207,7.544103145599365,10.197422981262207,8.449376106262207
2025-03-22 09:00:00,8.899240493774414,8.313302993774414,5.874826431274414,12.146310806274414,8.864084243774414,8.327951431274414,10.440256118774414,23.658029556274414,6.768381118774414,12.223459243774414,11.016427993774414,7.842599868774414,10.977365493774414,9.506662368774414
2025-03-22 10:00:00,10.043554306030273,8.300390243530273,7.091405868530273,11.799413681030273,8.923437118530273,9.458593368530273,10.724218368530273,23.742773056030273,7.721288681030273,11.743749618530273,12.622655868530273,8.286718368530273,11.413671493530273,9.674413681030273
2025-03-22 11:00:00,10.214098930358887,8.448473930358887,7.100817680358887,11.147692680358887,9.735583305358887,10.507067680358887,10.746325492858887,23.83519172668457,8.602770805358887,11.623278617858887,14.918200492858887,9.122302055358887,11.532458305358887,10.500231742858887
2025-03-22 12:00:00,10.12795639038086,10.27834701538086,7.750026702880859,11.37209701538086,9.42776107788086,10.74026107788086,10.78518295288086,23.27346420288086,9.41213607788086,13.24514389038086,14.47658920288086,10.31155014038086,11.37697982788086,10.45022201538086
2025-03-22 13:00:00,9.911261558532715,9.548956871032715,7.981574058532715,10.274542808532715,8.836066246032715,10.202277183532715,10.238409996032715,22.91907501220703,9.305792808532715,12.264777183532715,14.047980308532715,10.616339683532715,10.975714683532715,10.132941246032715
2025-03-22 14:00:00,9.49101734161377,8.93144702911377,8.01152515411377,9.28886890411377,7.952930927276611,9.24297046661377,8.75566577911377,22.058399200439453,8.82207202911377,10.72929859161377,13.40117359161377,9.66582202911377,10.18144702911377,9.76152515411377
2025-03-22 15:00:00,9.033323287963867,8.838010787963867,7.898557186126709,8.243284225463867,6.947385311126709,9.113401412963867,7.946408748626709,21.234495162963867,8.338010787963867,9.705198287963867,11.335081100463867,9.581174850463867,9.038206100463867,8.896604537963867
2025-03-22 16:00:00,8.171265602111816,8.550171852111816,6.707398414611816,6.807007789611816,6.653687477111816,10.289429664611816,7.559937477111816,20.8978271484375,7.200562477111816,8.369507789611816,9.847046852111816,8.853882789611816,8.453492164611816,7.927124977111816
2025-03-22 17:00:00,7.646661758422852,8.343439102172852,5.323907852172852,6.842950820922852,5.805841445922852,9.333185195922852,7.299005508422852,20.08562660217285,5.766290664672852,6.926446914672852,9.005548477172852,8.355646133422852,8.236017227172852,7.450860977172852
2025-03-22 18:00:00,6.784601211547852,7.938898086547852,3.7084295749664307,6.929132461547852,4.740655899047852,8.243585586547852,5.775812149047852,19.78069496154785,6.361749649047852,7.677179336547852,8.573663711547852,7.694757461547852,10.682062149047852,6.410577774047852
